geoid,name,total_population,prop_less_than_hs,prop_hs_grad,prop_some_college_associates,prop_bachelors_higher,prop_18_to_24,prop_65_years_older,prop_white,prop_black,prop_hispanic,poverty_rate,unemployment_rate,male_ratio_per_100_females,median_age,median_income,gini,median_housing_costs,prop_foreign_born_citizen,prop_undocumented,land_area,population_density
1033,"Colbert County, Alabama",54771,0.121389997652031,0.3749706503874149,0.44423573608828365,0.059403615872270485,0.07776012853517372,0.19433641890781617,0.7903635135381862,0.1619835314308667,0.02842745248397875,0.15318325391174162,0.043431007816745394,92.3,42.4,48065,0.4467,657,0.019408080918734368,0.01194062551350167,623.66,87.82189013244397
1035,"Conecuh County, Alabama",12394,0.2779519331243469,0.49007314524555906,0.22884012539184953,0.003134796238244514,0.07721478134581249,0.22155881878328224,0.5072615781829918,0.47756979183475873,0.006777472970792319,0.17435856059383573,0.09242976624490672,96.2,44.8,37837,0.4296,416,0.00935936743585606,0.0018557366467645635,852.58,14.537052241431889
1037,"Coosa County, Alabama",10757,0.23242467718794835,0.43615494978479197,0.296987087517934,0.03443328550932568,0.06479501719810356,0.22589941433485172,0.6579901459514734,0.3360602398438226,0.010132936692386353,0.1300548480059496,0.02847301951779564,103.2,48.4,38990,0.4515,556,0.004927024263270428,0.004555173375476434,666.41,16.14171456010564
1039,"Covington County, Alabama",37200,0.15333579063767047,0.38776262440103204,0.41430151124216735,0.044600073719130114,0.07293010752688173,0.20768817204301077,0.8456989247311828,0.13489247311827957,0.016908602150537633,0.18161290322580645,0.08346194209519106,93.6,43.3,42189,0.4598,558,0.008333333333333333,0.0040053763440860216,1043.95,35.6338905119977
1041,"Crenshaw County, Alabama",13844,0.17557251908396945,0.3979007633587786,0.4026717557251908,0.02385496183206107,0.07570066454781856,0.18845709332562843,0.7135943368968506,0.23316960416064722,0.007945680439179427,0.14916209188095925,0.033912603340644505,95.1,41.7,43163,0.4921,491,0.013868824039295001,0.008956948858711355,610.91,22.661275801672915
1043,"Cullman County, Alabama",82853,0.19277483649953286,0.3453752725007786,0.41965119900342573,0.042198691996262847,0.07751077209032865,0.18244360493886763,0.9511303151364465,0.01295064753237662,0.04358321364344079,0.1464400806247209,0.05086202117634015,96.8,40.8,44918,0.4416,671,0.02574439066780925,0.015931831074312338,754.86,109.75942558885092
1045,"Dale County, Alabama",49277,0.14807209673739447,0.33173625370750626,0.43965320556696325,0.08053844398813598,0.08894616149522089,0.16399131440631531,0.7235627168861741,0.20293443188505794,0.0651419526351036,0.17095196541997282,0.07057546145494029,97.3,37.3,47214,0.4479,676,0.035067069829738014,0.020902246484160968,562.72,87.56930622689792
1047,"Dallas County, Alabama",39149,0.15454545454545454,0.3306818181818182,0.47613636363636364,0.038636363636363635,0.08991289688114638,0.17392525990446756,0.27857671971187004,0.7073743901504509,0.010702699941250097,0.2861886638228307,0.11039524222525089,85.5,39.6,33845,0.4691,605,0.012899435490050832,0.010217374645584818,993.46,39.40671994846295
1049,"DeKalb County, Alabama",71310,0.1891566265060241,0.38227194492254735,0.4070567986230637,0.021514629948364887,0.08147524891319591,0.16663862010938157,0.8543542280185107,0.014570186509605947,0.14550553919506382,0.20800729210489413,0.039465164465164466,98.1,39.5,40440,0.4723,569,0.0730192118917403,0.06152012340485206,778.71,91.57452710251569
1051,"Elmore County, Alabama",81144,0.16989152741131633,0.405452946350044,0.3787745529170331,0.045880973321606566,0.08407275953859805,0.1485384008675934,0.75303164744158535,0.21503746426106674,0.029626343290939564,0.10869565217391304,0.04542704724192927,93.6,38.7,60891,0.4413,898,0.021073646850044366,0.012582569259587893,657.26,123.45799227094301
1053,"Escambia County, Alabama",37057,0.22096219931271477,0.3549828178694158,0.3859106529209622,0.03814432989690722,0.07852767358393825,0.17718649647839815,0.6220956904228621,0.3205332325876353,0.023342418436462748,0.20376716949564186,0.10991994430908458,103.6,40,36275,0.4818,495,0.006962247348679062,0.0019159672936287341,953.04,38.88294300344162
1055,"Etowah County, Alabama",102748,0.16485316485316484,0.287001287001287,0.49795249795249796,0.05019305019305019,0.08318410090707362,0.1874197064663059,0.7983318410090707,0.1589325339665979,0.038755012263012416,0.1715361856191848,0.05533535572728682,93.2,41.4,44637,0.4594,625,0.02830225405847316,0.017401798575154746,548.81,187.21962063373482
1057,"Fayette County, Alabama",16494,0.1651376146788991,0.2775229357798165,0.5382262996941896,0.0191131498470948,0.07930156420516551,0.2084394325209167,0.8529162119558628,0.11810355280708136,0.018006547835576574,0.1907360252212926,0.0632836701578404,97.4,43.7,39856,0.461,503,0.009336728507336,0.0018188432157148053,629.38,26.206743144046523
